Артикул,Имя,Цена,Валюта,Картинка,Описание,Наличие,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики
K413,Поліроль панелі приладів (аерозоль) K2 POLO PROTECTANT 300ml (K413),53,₴,"https://content.rozetka.com.ua/goods/images/big/216429503.jpg, https://content.rozetka.com.ua/goods/images/big/216429508.jpg",Поліроль панелі приладів (аерозоль) K2 POLO PROTECTANT 300ml (K413),+,Бренд,K2,
E0725,Автохімія K2 07 250ml Багатофункціональний препарат х24,86,₴,https://content1.rozetka.com.ua/goods/images/big/232033125.jpg,"Багафункціональний препарат.Змащує та консервує без необхідності демонтажу.Універсальний засіб для чистки (розчиняє дрібні забруднення від мастила, гуми, клею), змащення (петлі, замки), усунення води із запалювальних систем, розмороження, захисту від корозії,ліквідує скрипіння.Можна використовувати на будь-яких поверхнях, окрім полікарбонатів і чистого полістирену.
К2 07 безпечний для металу, гуми, дерева, пластика, його можна наносити на пофарбовані металеві поверхні без будь-якої шкоди для фарби. К2 07 є ефективним при очищенні інструментів, обладнання і транспортних засобів.",+,Бренд,K2,
MG-X 75W-90 10L,Трансмиссионное масло EVO MG-X 75W-90 10 л,1865,₴,https://content2.rozetka.com.ua/goods/images/big/248523884.jpg,"EVO MG-X 75W90 – полусинтетическое трансмиссионное масло высшего качества, созданное с использованием высококачественных базовых масел и многофункционального пакета присадок, носителем для которого является тщательно подобранная смесь синтетических базовых масел.
ПрименениеEVO MG-X 75W90 – это универсальное всесезонное трансмиссионное масло предназначено для смазки ведущих мостов, механических коробок передач, коробок отбора мощности и вспомогательных редукторов, установленных на большинстве современных переднеприводных автомобилях, где требуется трансмиссионное масло класса API GL-4/GL-5.
Преимущества

Защищает от трения в коробках передач благодаря эффективному масляному слою при всех дорожных условиях и внезапных нагрузках;
Облегчает переключение передач благодаря соответствующей вязкости в холодных погодных условиях;
Высокая стойкость к окислению при высоких температурах и оптимальная термальная стабильность;
Повышает эффективность системы благодаря предотвращению образования коррозии, осадка, ржавчины и пены;
Увеличивает интервалы замены масла благодаря высокому индексу вязкости.",-,Бренд,EVO,Страна производитель,Германия,,,,,,,,,,,,,,,Вязкость по SAE,75W-90,"Емкость, л",10,Тип основы масла,Полусинтетическое,Допуски ОЕМ,"MAN 341 Type Z1, Scania STO 1:0, ZF TE-ML 05A, ZF TE-ML 07A, ZF TE-ML 16B, ZF TE-ML 17A",Категория,Легковые,Спецификации API,GL-4/GL-5,Сертификаты и заключения,Подробнее
HG7008,10-минутная промывка автоматической КПП с ER Hi-Gear HG7008,186,₴,https://content2.rozetka.com.ua/goods/images/big/7704913.jpg,"Безопасный моющий состав с синтетическим кондиционером металла ER обладает сверхвысокой очищающей способностью и обеспечивает эффективную защиту деталей АКПП от трения и повреждения абразивными частицами смываемых загрязнений. В трансмиссионной жидкости, как и в моторном масле, содержатся моющие присадки, которые утрачивают свои свойства по мере эксплуатации, вследствие чего в радиаторе АКПП и гидротрансформаторе образуются загрязнения и углеродистые отложения. При смене свежая трансмиссионная жидкость начинает активно смывать и растворять загрязнения, оставшиеся внутри гидравлической системы. В результате жидкость быстро теряет свои защитные свойства, а смытые отложения в виде взвеси забивают новый фильтр. Использование промывочного состава при смене трансмиссионной жидкости позволяет быстро и безопасно устранить загрязнения, значительно продлить срок службы свежей трансмиссионной жидкости и улучшить режим работы трансмиссии.  НАЗНАЧЕНИЕ: добавляется в трансмиссионную жидкость перед ее сменой.  ДЕЙСТВИЕ: препарат мягко и безопасно растворяет и удаляет большинство загрязнений и отложений из АКПП, что позволяет:   восстановить четкость переключения передач и плавность работы АКПП; продлить срок службы трансмиссионной жидкости; увеличить срок службы АКПП в 1,5–2 раза;   СОВМЕСТИМОСТЬ: безопасна для всех типов автоматических коробок передач и всех применяемых в них материалов.",-,Бренд,Hi-Gear,,,,,,,,,,,,,Объем,444 мл,,
E3 1L 15W-40,Аккумулятор PowerPlant для Toshiba Satellite L750 (PA3817U-1BRS) (10.8V/8800mAh/12Cells) (NB00000310),1499,₴,"https://content2.rozetka.com.ua/goods/images/big/50838509.jpg, https://content2.rozetka.com.ua/goods/images/big/50838560.jpg","Аккумуляторная батарея — самая важная часть ноутбука, которая обеспечивает вам мобильность, и возможность оставаться всегда в сети. Оригинальные элементы фирмы Samsung только наилучшего качества и добротная сборка гарантируют вам долговременный срок работы аккумулятора, длительное время работы, и достойную замену оригинальной АКБ. Надежный адаптер переменного тока дает возможность без перебоев одновременно заряжать батарею и работать с устройством. Аккумуляторы PowerPlant проходят 16 этапов теста по различным критериям. Преимуществами выбора наших батарей являются отсутствие ""эффекта памяти"", низкий уровень саморазряда, и способность к быстрой перезарядке.",+,,,,,Тип,Литий-ионный,Гарантия,12 месяцев,,,,,,,,,,,Совместимость,Toshiba,"Емкость, мА*ч",8800,"Напряжение, В",10.8,"Количество ячеек, шт",12,Альтернативные парт-номера,"TOSHIBA 
PA3817u-1BAS
PA3817u-1BRS
PA3818u 
PA3819u",Подходит для,"TOSHIBA 
Dynabook B351/W2CE	Dynabook B351/W2JE	Dynabook B351/W2ME 
WK939/1,"Топливный фильтр MANN WK939 PSA 1.4 HDI 02-, FORD 1.4 TDCI 02-",900,₴,https://content1.rozetka.com.ua/goods/images/big/25019109.png,"Фильтр топливный Главным условием того, чтобы при эксплуатации автомобиля не возникало проблем, является чистота топлива. Топливо подается в систему впрыскивания или в карбюратор топливным насосом. Наличие частиц грязи в топливе вызывает повышенный износ, особенно в современных системах впрыскивания. Наличие воды в топливе также может стать причиной серьезных повреждений в результате коррозии. В некоторых случаях это может привести к полному отказу системы впрыскивания и к остановке автомобиля. Износ системы впрыскивания или карбюратора приводит к значительному увеличению потребления топлива и к ухудшению эксплуатационных характеристик двигателя. Для современных систем впрыскивания, таких как форсунка ""common rail"" или насос-форсунка требуются новаторские решения, специально приспособленные к новым конструкциям. MANN-FILTER отвечает на новые требования автомобильной промышленности, серией топливных фильтров высшего качества. Функции топливных фильтров MANN: • топливные фильтры MANN обеспечивают эксплуатационную надежность двигателей; • они надежно защищают и чрезвычайно чувствительный механизм впрыскивания, и карбюратор; • они удаляют из топлива нежелательные загрязнения, такие как пыль, ржавчина и вода, являющиеся причиной износа; • они защищают систему впрыскивания от коррозии. Чтобы эффективно выполнять все эти функции, фильтры должны осуществлять максимальную очистку и отличаться высоким качеством. Разумеется, фильтры MANN-FILTER удовлетворяет всем этим требованиям.",-,Бренд,Mann,,,,,Гарантия,14 дней,,,,,,,,,,,Марка авто,Ford,Тип запчасти,Оригинал
HG6302,Супершпатлевка «Супербронза» Hi-Gear (HG6302),116,₴,https://content1.rozetka.com.ua/goods/images/big/61803593.jpg,"Супершпатлевка «Супербронза» Hi-Gear незаменимое средство для дома и гаража! Упроченная бронзой супершпатлевка склеивает детали из различных материалов надежнее, чем эпоксидная смола. Тысячи применений! Может использоваться даже под водой.Для быстрого и надежного соединения и ремонта деталей из различных металлов и сплавов. Прекрасно склеивает цветные и черные металлы, пластик, дерево, фарфор, стекло. Позволяет произвести экспресс-ремонт течей радиатора, бензобака, топливопроводов, блока цилиндров, масляного поддона.Подобно пластилину, замазывает трещины и иные повреждения различных агрегатов, устраняя течи.После отвердевания шпатлевки ее можно сверлить, красить, нарезать в ней резьбу и производить иную механическую обработку (обрабатывать на станке, напильником, шкуркой и т. п).Особенности:Обладает великолепной адгезией ко всем материаламВыдерживает высокую температуру — до +204 °СНе растворяется автомобильными жидкостямиЛегко разминается рукамиСхватывается за 5 минут, полимеризуется за 15 минут, отвердевает за 1 час",+,Бренд,Hi-Gear,Страна производитель,США,,,Гарантия,14 дней,,,,,Емкость (вес),57 г,,,Консистенция,Паста
OC456,Фильтр масляный MAHLE OC456,477,₴,https://content2.rozetka.com.ua/goods/images/big/49264814.jpg,"Фильтры — очень важный элемент для долгой и надежной жизни двигателя: на первый взгляд их работа незаметна и их качество ни на что особенно не влияет – и, тем не менее, благодаря своей функции фильтрации фильтры имеют решающее значение для бесперебойной работы и срока службы современных двигателей. Поэтому важное значение имеет высокий уровень качества.Совместимость: Audi, VW, Seat",+,Бренд,MAHLE,,,Тип,Масляные фильтры двигателя,Гарантия,14 дней,,,,,,,,,,
HG5504,"Универсальная литиевая смазка HG40, аэрозоль Hi-Gear (HG5504)",149,₴,https://content1.rozetka.com.ua/goods/images/big/244687403.jpg,"Универсальная литиевая смазка HG40, аэрозоль Hi-Gear содержит литиевый комплекс, обеспечивает качественную смазку и ‎долговременную надежную ‎защиту от коррозии при сверхнизких температурах (до −45 °С).‎
Применяется для обработки различных деталей, резьбовых соединений, открытых узлов и механизмов автомобилей, ‎катеров, ‎сельскохозяйственной и домашней ‎техники.
Обеспечивает долговременную защиту от износа и коррозии при неблагоприятном воздействии окружающей среды. Смазка не густеет на морозе, не стекает при повышенной температуре, не смывается водой. Имеет широкий температурный диапазон применения: от −45 до +40 °С.
Особенности:

Позволяет производить эффективную антифрикционную обработку
Может использоваться в качестве консерванта
Защищает клеммы аккумулятора от окисления
Эффективно устраняет скрип и скрежет дверных петель
Снижает вероятность заклинивания тросов, приводов, замков


Безопасна для металлических, резиновых, и пластиковых элементов.‎",+,Бренд,Hi-Gear,Страна производитель,США,,,Гарантия,14 дней,,,,,Емкость (вес),142 г,,,Консистенция,Аэрозоль
DW8307,Паста полировальная «тонкая» Doctor Wax (DW8307),155,₴,https://content.rozetka.com.ua/goods/images/big/12319058.jpg,"Паста полировальная «тонкая» Doctor Wax предназначена для удаления окислившегося поверхностного слоя краски, дефектов покрытия, царапин, рисок, въевшихся следов от насекомых, древесной смолы, пигментированных участков краски. Возвращает краске оригинальный цвет. Идеально подготавливает поверхность для нанесения защитной полироли. Используется в профессиональных мастерских для шлифовки поверхностей при частичной подкраске для обеспечения плавного перехода от старой краски к новой и для снятия опыла с прилегающих поверхностей. Профессиональная формула для ручного и механического использования на любых типах краски.",+,Бренд,Doctor Wax,Страна производитель,США,,,Гарантия,14 дней,,,,,,,Объем,236 мл,,,Дополнительные характеристики,Консистенция: Паста
KC197,Топливный фильтр MOLDER аналог 95046E/KC197/WK94020 (KF87),215,₴,"https://content2.rozetka.com.ua/goods/images/big/57701162.jpg, https://content2.rozetka.com.ua/goods/images/big/57701171.jpg","Топливные фильтры MOLDER поддерживают эксплуатационную надежность двигателя и защищают систему впрыска от загрязнения. Системы впрыска современных бензиновых и дизельных двигателей чутко реагируют на малейшие загрязнения топлива. Если не производится регулярная замена топливного фильтра согласно рекомендации, это может привести к закупорке систем впрыска и угрозе эксплуатационной безопасности.  Благодаря тонкости фильтрации ≥2 мкм (0,002 мм) обеспечивается высокоэффективное удаление частиц загрязнения, которые таким образом не попадают в систему впрыска. В современных системах впрыска дизельных двигателей фильтр удаляет из топлива воду, предотвращая коррозионные повреждения системы впрыска (напр. ТНВД – топливный насос высокого давления).  Фильтр топливный MOLDER KF87 (аналог 95046E/KC197/WK94020)",+,Бренд,Molder,
DW8133,Шампунь з воском (концентрат) 600 мл (DW8133),199,₴,https://content1.rozetka.com.ua/goods/images/big/202532217.jpg,"Високотехнологічна сучасна формула шампуня за одне застосування ефективно очищає, захищає і надає стійкий блиск лакофарбному покриттю кузова автомобіля. Створює на обробленій поверхні полімерно-воскову плівку, що оберігає фарбу від дії ультрафіолету, реагентів протиожеледі і дорожнього бруду. Спеціальні інгредієнти підживлюють шар захисного поліроля, підсилюючи яскравість і блиск фарби. Синтетичні полімери у поєднанні з натуральним воском карнауба блокують мікротріщини, що утворилися у фарбі і захисному шарі поліроля, що значно знижує вірогідність виникнення підплівкової корозії кузова. Може використовуватися для будь-яких лакофарбних покриттів, включаючи багатошарові.
Розчиніть 35-40 мл шампуню в 5 л води. Поверхні, що оброблюються, мають бути прохолодними. Використайте губку або спеціальну щітку для миття. Ополосніть кузов водою. Залишки вологи видаліть м'якою замшею, бавовняною тканиною або тканиною з мікрофібри. Упаковка розрахована на 10 мийок середньогабаритного автомобіля.",+,Бренд,DoctorWax,
H601/4,Набор свёрл Work's H601-4 по металлу (27460),115,₴,https://content1.rozetka.com.ua/goods/images/big/10599838.jpg,"Набор свёрл фирмы Work's по металлу HSS (2.0, 3.0, 4.0, 5.0, 6.0 мм)",+,,,Страна производитель,Китай,Тип,Наборы сверл,,,,,,,,,,,,,Диаметр сверла,"2 мм, 3 мм, 4 мм, 5 мм, 6 мм",Рабочий материал,Металл,Количество предметов в упаковке,6
DW8102,"Шампунь-кондиционер концентрат Doctor Wax, 300 мл (DW8102)",110,₴,"https://content2.rozetka.com.ua/goods/images/big/183311316.jpg, https://content.rozetka.com.ua/goods/images/big/183311327.jpg","Специальная концентрированная формула шампуня образует плотную обволакивающую пену, обеспечивающую глубокую очистку лакокрасочного покрытия. Эффективно удаляет различные загрязнения из микротрещин и микропор краски. Современная высокотехнологичная композиция поверхностно-активных веществ позволяет безопасно удалять даже въевшиеся загрязнения. Специальные ингредиенты усиливают яркость и блеск краски.Особенности:Разработан специально для усиления и обновления действия защитных полиролей серии Doctor Wax на основе комбинированных полимеров, тефлона или воска Карнауба.Не повреждает, а наоборот, подпитывает защитный слой любых полиролей.Автошампунь Doctor Wax DW8102 подпитывает защитный слой нанесенной ранее полироли.Усиливает блеск и яркость краски.Не оставляет подтеков.Имеет приятный вишневый аромат.Применение:Применяется на любых видах лакокрасочных покрытий, а также на пластике, стеклах, резине, металлической отделке.Растворите 35 - 40 мл шампуня в 5 литрах воды.Убедитесь, что обрабатываемые поверхности прохладные, не раскаленные.Используйте губку или щетку для мойки.Ополосните кузов водой.Остатки влаги удалите мягкой замшей, хлопковой тканью или же тканью из микрофибры.",-,Бренд,Doctor Wax,,,,,,,,,,,,,Объем,300 мл,,,Дополнительные характеристики,Объем упаковки:    300 млТип: Ручная мойка
KC24,Фильтр топливный MAHLE KC24,189,₴,https://content1.rozetka.com.ua/goods/images/big/49265426.jpg,"Фильтры — очень важный элемент для долгой и надежной жизни двигателя: на первый взгляд их работа незаметна и их качество ни на что особенно не влияет – и, тем не менее, благодаря своей функции фильтрации фильтры имеют решающее значение для бесперебойной работы и срока службы современных двигателей. Поэтому важное значение имеет высокий уровень качества.Совместимость: Volvo,",+,Бренд,MAHLE,,,,,Гарантия,14 дней,,,,,,,,,,
HG3206,Очиститель карбюратора (ремонтный состав) Hi-Gear (HG3206),189,₴,https://content1.rozetka.com.ua/goods/images/big/243962853.jpg,"Очиститель карбюратора (ремонтный состав) Hi-Gear — это мощный очиститель последнего поколения автохимии. Мягко очищает топливную систему. Устраняет проблемы, возникающие после использования некачественного бензина. Удаляет загрязнения и отложения с внутренних поверхностей, каналов и топливных жиклеров карбюратора.
Предназначен для системы питания бензиновых карбюраторных двигателей. Гарантированно растворяет и удаляет все загрязнения из поплавковой камеры, топливных жиклеров, каналов системы холостого хода, насоса ускорителя, экономайзера и эконостата.
Особенности:

Восстанавливает обороты холостого хода и работоспособность электрического клапана экономайзера принудительного холостого хода (ЭПХХ)
Позволяет отрегулировать карбюратор для достижения максимальной экономичности
Резко снижает токсичность выхлопных газов: СО, NOX, HC
Улучшает приемистость
Облегчает запуск холодного двигателя
Гарантированно снижает расход топлива на 5–7 %
Не приводит к растворению отложений в бензобаке и засорению ими карбюратора",+,Бренд,Hi-Gear,Страна производитель,США,,,Гарантия,14 дней,,,,,Емкость (вес),325 мл,,,Консистенция,Жидкость
KC46,Фильтр топливный Mecafilter аналог WF8058/KC46 (ELG5222),184,₴,https://content1.rozetka.com.ua/goods/images/big/251721370.jpg,"Mecafilter — премиальный бренд оригинального качества оборудования. Он имеет очень широкий диапазон, который включает 3500 наименований фильтров для легких, коммунальных и промышленных транспортных средств.Аналог WF8058/KC46СовместимостьIsuzu Trooper 2.8TD 88-92, 3.1TD 91- (аналог WK920/1)",-,Бренд,Mecafilter,Страна производитель,Франция,,,Гарантия,14 дней,,,,,,,,,,,Марка авто,Isuzu,Тип запчасти,Аналог,Модель авто,Trooper
WK842/11,Топливный фильтр MANN WK842/11,622,₴,https://content.rozetka.com.ua/goods/images/big/15793164.jpg,,-,Бренд,Mann,
HG5377,Пенный очиститель двигателя (профессиональная формула) Hi-Gear (HG5377),212,₴,https://content2.rozetka.com.ua/goods/images/big/12319130.jpg,"Пенный очиститель двигателя (профессиональная формула) Hi-Gear содержит мощные эмульгаторы, которые позволяют размачивать и удалять любую, даже самую застарелую грязь в моторном отсеке. Активная пена долго удерживается на вертикальных поверхностях, обеспечивая превосходную очистку сложных загрязнений.Предназначен для ухода за моторным отсеком автомобиля. Быстро удаляет любые загрязнения моторного отсека, такие как пригоревшие технические жидкости, масляные подтеки, солевые дорожные остатки.",+,Бренд,Hi-Gear,Страна производитель,США,Тип,Очистители,Гарантия,14 дней,,,,,,,Объем,345 мл,,,Дополнительные характеристики,Консистенция: Аэрозоль
TRC060-00,Автомобильный аккумулятор G-Pard Euro 60Аh 510EN (-/+) (TRC060-00),1894,₴,"https://content2.rozetka.com.ua/goods/images/big/240131698.jpg, https://content.rozetka.com.ua/goods/images/big/240131702.jpg",,+,Бренд,G-Pard,Страна производитель,Польша,,,Гарантия,24 месяца,,,,,,,,,,,"Емкость, А*ч",60,"Напряжение, В",12,"Пусковой ток, А (EN)",510,Тип клемм,Стандартный конус (EURO),"Длина, мм",241,Тип транспорта,Легковой,"Высота, мм",190,Полярность,Обратная (+ справа),Необходимость обслуживания,Обслуживаемый,Тип АКБ,Свинцово-кислотный,"Ширина, мм",175
KL13o.F.,Паливні фільтри KL13o.F. (MAHLE),36,₴,https://content2.rozetka.com.ua/goods/images/big/224869011.jpg,Універсальний бензин ( без упаковки),+,Бренд,MAHLE,
HG2219,10-минутная промывка двигателя с SMT2 Hi-Gear (HG2219),277,₴,https://content.rozetka.com.ua/goods/images/big/243635694.jpg,"10-минутная промывка двигателя с SMT2 Hi-Gear — это 100 % гарантия качественной и безопасной промывки системы смазки двигателя. Препарат содержит специальные добавки, создающие эмульсию, которая обволакивает частички продуктов износа и препятствует их контакту с деталями двигателя.
Предназначена для очистки каналов системы смазки и внутренних полостей двигателя. Препарат также рекомендуется к использованию перед применением кондиционеров металла.
Эффективно и быстро удаляет углеродистые отложения.
Особенности:

Улучшает циркуляцию масла и теплоотвод
Предотвращает закупоривание масляных каналов
Восстанавливает подвижность маслосъемных и компрессионных колец",-,Бренд,Hi-Gear,Страна производитель,США,,,Гарантия,14 дней,,,,,Емкость (вес),887 мл,,,Консистенция,Жидкость
TRC110-F00,Автомобильный аккумулятор G-Pard Fast Euro 110Аh 1000EN (-/+) (TRC110-F00),3741,₴,https://content1.rozetka.com.ua/goods/images/big/240131725.jpg,,+,Бренд,G-Pard,Страна производитель,Польша,,,Гарантия,24 месяца,,,,,,,,,,,"Емкость, А*ч",110,"Напряжение, В",12,"Пусковой ток, А (EN)",1000,Тип клемм,Стандартный конус (EURO),"Длина, мм",353,Тип транспорта,Грузовой,"Высота, мм",190,Полярность,Обратная (+ справа),Необходимость обслуживания,Обслуживаемый,Тип АКБ,Свинцово-кислотный,"Ширина, мм",175
KL41,Фильтр топливный Mecafilter OEM Peugeot/Citroen/Opel аналог WF8034/KL416/1 (ELE6015),100,₴,https://content1.rozetka.com.ua/goods/images/big/251720610.jpg,"Mecafilter — премиальный бренд оригинального качества оборудования. Он имеет очень широкий диапазон, который включает 3500 наименований фильтров для легких, коммунальных и промышленных транспортных средств.100% аналог 1567C6/7700845961/3558252СовместимостьPeugeot 301 1.6i-16V Vti // Citroen Berlingo II (B9) | 08> //Opel Vivaro 00-",-,Бренд,Mecafilter,Страна производитель,Франция,,,Гарантия,14 дней,,,,,,,,,,,Марка авто,"Citroen, Opel, Peugeot",Тип запчасти,Аналог,Модель авто,"301, Berlingo II (B9), Vivaro"
HU6011z,Фильтр масляный MANN Фільтр масляний (HU6011Z),291,₴,https://content1.rozetka.com.ua/goods/images/big/180266651.jpg,Фильтр масляный MANN Фільтр масляний (HU6011Z),-,Бренд,Mann,Страна производитель,Германия,,,,,,,,,,,,,,
HG3325,Зимний очиститель–осушитель топлива Hi-Gear (HG3325),145,₴,https://content.rozetka.com.ua/goods/images/big/244313062.jpg,"Зимний очиститель–осушитель топлива Hi-Gear предотвращает появление конденсата воды в топливной системе и отказ двигателя из-за образования ледяных пробок.
Предназначен для ухода за системой питания бензиновых (карбюраторных и инжекторных) двигателей в зимнее время.
Нейтрализует влагу и предотвращает образование ледяных пробок.
Особенности:

Облегчает пуск двигателя при низких температурах
Предотвращает коррозию деталей топливной системы
Способствует поддержанию системы питания в чистоте",-,Бренд,Hi-Gear,Страна производитель,США,,,Гарантия,14 дней,,,,,Емкость (вес),355 мл,,,Консистенция,Жидкость
LA31,Плащ Eterno LA315-58-C 58 (177-182 см) Черный,2800,₴,"https://content2.rozetka.com.ua/goods/images/big/239355607.jpg, https://content1.rozetka.com.ua/goods/images/big/239355621.jpg","Торговая марка ETERNO была основана в 2006 году. С момента своего возникновения бренд завоевал самую искреннюю любовь покупателей ввиду того, что сумел предложить качественный и разнообразный товар по доступной цене. Первоначально большая часть продукции бренда изготавливалась в Китае. Однако в данный момент торговая марка ориентирована на то, чтобы производство осуществлялось преимущественно на территории Украины. Основной причиной такого решения является то, что бренд с особым вниманием относится к своим клиентам и к их потребностям в качественном, эстетичном и долговечном товаре. Бренд специализируется на выпуске разнообразной продукции. Это сумки и рюкзаки самых разных видов, шарфы, платки, палантины, мелкая кожгалантерея и прочие. При изготовлении используются только качественные материалы, такие, как натуральный шелк, пашмина (комбинированный материал, состоящий из волокон шерсти и шелка), кожа, замша, шерсть, экологичные, безопасные для здоровья искусственную кожу и т. д. Коллекции обновляются постоянно, обеспечивая возможность богатого выбора. Каждый покупатель, решивший пополнить гардероб аксессуаром данного бренда, может быть уверен в том, что приобретает актуальную вещь, которая будет служить максимально долгий срок. Eterno – выбор тех, кто привык делать ставку на стиль и комфорт. Рост, см – 177-182.Размер - 58.Длинна по спинке, см – 100.Длинна рукава, см - 68.Вид застежки: пуговицы. Сезонность: демисезон. На спинке расположена шлица. Внутри 3 кармана. Уход: химчистка.",+,,,,,,,,,Цвет,Черный,,,,,,,,,Особенности модели,Без капюшона,Размер,58,Материал верха,Полиэстер,Длина,Средней длины,Материал подкладки,Вискоза,Состав,"Материал верха: 100% полиэстерМатериал подкладки: ацетат, вискоза",Страна-производитель товара,Украина
LX704/1,Фильтр воздушный Mecafilter ELP3853 (аналог WA6684/LX704/1),105,₴,https://content2.rozetka.com.ua/goods/images/big/248503294.jpg,"Всего за несколько лет Тунисской компании Misfat Filtration по производству фильтров удается покорить европейские рынки и стать их полноправным игроком. Полная больших амбиций и грандиозных планов компания за эти годы завоевывает сразу два почетных звания: качественного производителя и эффективного дистрибьютера фильтрующих элементов для всех видов транспортных средств.Несмотря на серьезные успехи на мировой арене, Misfat Filtration уверенно сохраняет позиции бесспорного лидера у себя на родине. Завод и распределительная платформа Azur Pièces Automobiles, открытые еще в далеком 1979 в Jedeida, сейчас насчитывают уже более 850 сотрудников и производят около 16 миллионов фильтрующих элементов в год, большинство из которых идет на экспорт.Чтобы поддерживать достойный уровень, компания Misfat Filtration нередко берет инициативу в свои руки и самостоятельно выходит на будущих клиентов, даже если путь к ним не близок и лежит через Средиземное море. Мы предлагаем Вам небольшое путешествие во времени, чтобы Вы могли лучше познакомиться с историей и инициативами компании Misfat Filtration.Mecafilter является производителем фильтров автомобильной промышленности уже многие годы. Mecafilter широко известна среди европейских автомобильных производителей и является их поставщиком с 1945 года. Mecafilter — это приоритет предоставления клиентам передовых технологий для полного спектра фильтров ко всем типам легковых и грузовых автомобилей и экспресс логистики.Воздушные фильтры Mecafilter с большой эффективностью фильтруют всасываемый воздух и надежно защищают двигатель от внешних частиц пыли и примесей, обеспечивая оптимальную подачу чистого воздуха в двигатель.Производство фильтров для автомобилей благодаря использованию современных и специальных фильтрующих материалов в процессе, воздушные фильтры Mecafilter обеспечивают высокий уровень эксплуатационной надежности на протяжении всего интервала технического обслуживания.",-,Бренд,Mecafilter,Страна производитель,Франция,,,Гарантия,14 дней,,,,,,,,,,,Марка авто,Renault,Тип запчасти,Аналог,Дополнительные характеристики,Совместимая марка/модель авто: Renault 1.9 diesel engines 99-
OC470,Фильтр масла Mecafilter Аналог WL7448/OC470 (ELH4412),167,₴,https://content2.rozetka.com.ua/goods/images/big/245858844.jpg,"MecaFilter – французский производитель фильтров автомобильной промышленности, широко известный среди европейских автомобильных производителей. Масляные фильтры MecaFilter защищают двигатель от примесей и твердых частиц. MecaFilter отвечает последним высокотехнологичным требованиям по увеличению интервалов замены масел (высокопроизводительные фильтры), благодаря инновационным материалам и передовым технологиям, используемым в производстве. Разнообразные фильтры MecaFilter производятся с помощью использования инновационных материалов и с применением таких производственных средств, обеспечивающих 100%-ный контроль качества.",-,Бренд,Mecafilter,Страна производитель,Франция,Тип,Масляные фильтры двигателя,Гарантия,14 дней,,,,,,,,,,,Тип запчасти,Аналог
DD6855,Универсальный герметик радиатора DoneDeal (DD6855),100,₴,https://content.rozetka.com.ua/goods/images/big/244687548.jpg,"Универсальный герметик радиатора DoneDeal позволяет ликвидировать течи радиатора, патрубков, краника отопителя, прокладок термостата, заглушек блока, небольшие течи прокладки головки блока. Мельчайшие волокна и металлические частицы, содержащиеся в Ремонтном Герметике, собираются в месте вытекания жидкости, «свариваются» в единое целое уплотняющими смолами с образованием стабильного уплотнения.",+,Бренд,DoneDeal,Страна производитель,США,,,Гарантия,14 дней,,,,,Емкость (вес),20 г,,,Консистенция,Жидкость
